reviewId,content,score
fdb14706-f48b-4fee-92d8-22fcbd9435dd,It's fun and very relaxing game,5
de621ce7-2db6-4a64-b076-576aeb7953e0,"pay to play the game. easy at the start, you can win game after game. then once you're up in the levels, you either are lucky or you pay to win. Do not recommend if you get easily frustrated. on the plus side, no ads",1
9c029ccb-429a-4ef0-bc0e-e066b3100ba8,Time pass,2
6fc12212-df63-4711-afa1-7c6882f37111,Very entertaining,5
81add427-6860-46f0-8304-2ae998e6f0f6,Best,5
15010c74-c26f-421f-811d-0ea6cb4ca09a,Love this game,4
69eb94f9-a980-4b48-ad17-05238bfbbed9,Its awesome 😍,5
c68e639f-9e53-48b7-8e0e-63ca65ec2daf,It's enthralling,5
df17326e-276e-4804-a4f5-791a36f8130b,GOATED game,5
07fece3c-b165-4d1a-bd01-ee4fde900600,This is so cool,4
04df677c-8eb1-4ff4-a448-1c5c6c1d3713,👍,5
cde9e0a1-9d9c-43d9-98d5-48ec1d378d59,"Asking to pay money to get gold or other busters is not a good idea because you don't pay people playing the games or pay for whoever has the highest level. So, you don't have the right to ask for money.",2
4f5fe8bd-6b3a-4d18-a464-c1ba385e16ce,I like this game,5
dc25572e-d91a-433b-87cb-ce6f2b9d46ff,Amazing,5
848ef618-561f-4f8b-97de-90b7ac3a51db,Most Waist Experience App Very Bad,1
634c1c5b-f604-4e58-90b9-75ab22140a8b,Good game and best timepas,5
ca0a0c48-fcfc-4e80-bcfe-819f4017b906,Good,5
be7ef472-7c73-40ed-ac0c-37b76f5e3cac,Best game I've ever played 💐💐💐💐,5
dca04127-4e88-46ff-b4c2-9f4e4070a593,Fun game. The characters are cute,5
5812dcab-ab32-4644-838a-ca9e81aec132,Amazing Awesome 👌,4
144a6407-50e8-41b9-8254-d89461be0302,"Lot's of pop up dialogs, also the lucky candy is more of a liability.",3
c44efdd2-126b-4967-8d94-538fcdee9e67,Very interesting game,3
ecc50388-dcb4-4627-9f6e-c47dd843f078,I think I got an addiction now 😭😂,5
83952c0e-aa7d-44a1-b4af-1b4f9426fc16,Fun so far,5
edb9861e-7e37-41af-829b-1d93fc238684,Enjoy,5
377e34b3-fa48-4fde-980f-60752d280c63,"A very nice game to play when you have nothing to do and want to relax. It reduces your daily stress and I don't find a single mistake in it, love this game.",5
dfdd54a9-197c-4a14-bf63-e3d3e88d1aba,Gud,5
df994492-acc8-44d5-bfdc-5ee420933747,Good so far,5
9258ff76-8804-414e-b2ad-bb80a9059cc1,Candy sweet,5
aa9f9536-cbed-440d-a403-ad383ed7812a,I like playing this game but can't get to use my gold..need help💯🙏,4
373967de-00df-429c-9d47-779243e0d5a4,So good,5
51a0d402-dfee-4d68-bcff-8f81e1a39d07,Good,5
f39e4612-2962-4f9a-8915-94ef978a964c,Good for timepass,4
d89fc0fd-4ea4-4116-bbfd-a8f1e5cd9618,Nice game,5
e0f6c9c5-7a30-43ec-9d91-f4162e9132f4,"Brilliant game, love this, so addictive, won't ever stop playing :):):):):)...",5
3b309fab-ceb0-47c7-9730-105fe0e631db,Best,5
2ce8c62d-0e1d-430a-a4db-d499c9ac1077,Good,3
47fa5535-cf0e-49f4-9a91-71184cd7648b,Great game,5
c4072468-69ca-42eb-9511-2f71ffcf00dd,Good game,5
e4c9dfb6-7229-4f2d-9b7e-0d5c0856876b,I love it,5
76571d1b-6808-4fc1-9eca-a7a94dc8f9a0,Good,4
0a798f2c-2ba0-4cb2-a390-7e37b9ac0125,Good game,5
a5b5460e-7316-4dba-9034-fa7de1f81a99,This game is really very interesting and good,5
7ed8ba48-2430-4aaa-a1c0-5c30084d4e06,I love this game it more upgraded puzzles And please updating to this game of candy crush saga which is offered by king,5
5e81e7ea-6de6-402e-9569-79ea7408c698,Very good,5
bef2d02e-a7fc-439f-8178-8035f810a7be,It's a pretty good game.,5
321a9fc9-3c9f-4867-b8d3-7ed3e5e176f3,My life is better Gam 👑😁,5
b788b539-c2b6-485b-8114-af65fa5c60d0,Tricking players to purchase gems,1
de174a04-73db-4329-b18d-b773bfcabf94,Fantastic,5
05abab15-b984-4568-a219-8f90b96bacd8,Nice,5
a395d9ac-4a8c-4bd7-bb70-36da5c9c5c6e,Nice,5
eb5e9d05-2783-4c65-89e0-5e379157fd5f,Amazing 😍🤩,5
f455ff52-d0ff-4254-bb96-4c2e341e9ad8,This is so Cool,4
0ea083cc-40df-49c5-be70-022d6bb89a1f,Super mind realise good app,5
1874fafe-287a-4bc3-a78b-32ed937dbc4f,Fabulous,5
a1f219cf-9054-4ee6-b35c-92167f5a6777,It's game nice,5
1a820c44-e421-463f-9e8e-0a29da1c6614,Yeah,5
af2c0bef-76f5-4e23-b97f-93092a559cae,I'm winning,5
e48b00c7-17c5-4752-b9e4-f3f376e65fa6,Owesom,4
5cd7c461-d95d-4312-9e4d-ca6486c362db,Excellent,5
3bd98ad3-f87d-45f5-a059-4cd3ed920cf8,I Just Love To Play this Game,5
dd970ffb-16e7-41e4-9c3e-a502dffd14b8,Best,5
971dbf80-bf81-4e4c-bdfd-cc3a456921a2,sheshh,4
03160310-c7e6-4000-9f1a-c31e6c105e60,good,3
c0572628-9162-4c9b-aa76-9243c61b99b1,awesome game,5
30fdeded-847d-4838-b33f-72379d7059d7,Very good and nice game,5
01ecbcf5-8a93-47cf-9c42-9ea3816622e1,Awsmmmmmmmmmmmmm,5
fcd101f7-ddf4-48c5-a7ef-81c53bea7977,Nice game 💙,5
f667e598-813f-48da-a358-72f699e5c5d1,Excellent,5
a10eaeb7-fc4f-48d1-8053-cc19c2e29dbb,I love this game,5
f2c09cdd-e416-4d0c-94a7-b47703031e8c,Nice,5
1622c6b1-ce95-4bd1-882e-f131b9ae2f9e,Good,5
765762bd-1d88-4da9-9263-093273fe22d2,Very good game,4
89ac7073-c06e-4f10-8872-5ab048dcd5c7,mind fress game,5
408063fa-6848-44cf-bb23-5844eb7b6dc8,very nice game,5
8c1a8a18-ba43-44b5-afe9-21cced4d7a24,Ok,5
011f761a-bb94-4b5a-952e-141ec8a2cc29,Sweet,5
f36cb76d-c96d-42e0-80ea-eb7e229be1f0,Fun,5
14b729c9-1267-46b1-9f49-0f0f72eb809e,"Over the years since 2008, the game was fun but challenging. Now there are too many side games like Worlds Cup Champion, weekly contest and who can get the most orange candies, etc which there is not an option to opt out. Did away with ads to get boosters and have made it very hard to get to a high level. Your strategy is for gamers to buy boosters which I have never done. You have gone from a fun game to frustrating money hungry game.",1
7142a977-435a-447c-a741-3c798d0050fc,Passes the time very well! 🤣,5
0d22f67d-1c4e-41ec-be8f-c861c3efcaf9,Fun game,5
95883d9b-fa8a-4d4c-a455-bbe2d9ae887d,Good,5
a76c6099-b8f5-4cbf-bad5-92b9208016aa,"I am speechless. Even if you are online unlike other games, you are not going to be interrupted by ads and I just love this game",5
1912aca7-e19d-477c-9403-85ff485ef457,Best game,5
6bcf5c42-94a3-43d1-900f-abb374638542,Superb,5
d20c837c-28a5-462d-8500-a133751f8f2d,This game is the best game in the world❤️😎,2
0df96ddc-e023-4568-af9f-bf938de42eda,Super...,5
01055bfb-eda7-4588-97d0-7bc882618715,Good,5
fecb7d5e-39c9-4e4a-8394-ac2e3a403b08,Nice,5
aff19f34-a93a-46c1-b82a-d49ed25ff711,It is provide the brain relaxation,3
f7a2a97a-522b-4494-8850-973c492f1bc9,Fantastic,5
832d5cc9-d6d5-453c-aaea-25347ce8422b,Pro game,5
0a795364-5250-4919-8b89-c5469cdafb4a,Awesome game,5
2c5d292c-8456-41ea-8801-374ed7aec321,Fun and challenging,5
7cc4759f-c9be-4ea3-8736-b98bccae4eab,It is intreating game,4
d928fd7c-2f43-422e-bf99-5f7e02c63768,I'm not paying a dime to play this game. I won't use the gold bars. I'm not using the boosters. I'm not doing anything besides my allowed number of moves. The levels are now at a point where they're unbeatable without extra moves or special intervention. Games tries to addict you and trick you into spending money.,1
f87b4723-88d6-4b9e-ab9a-91ec84943088,Great,5
35384e97-5e65-4313-baed-a38cc4554562,Ok,3
416b1e89-d078-4821-911f-ffe4a6bb3310,Cleared levels till 16081 without paying a single penny till now..loved this game but i am disappointed because previously there was one event in which we had to pass six levels daily and on sixth day we will get boosters...then we can pass some more levels but now that feature has removed..pls reput that feature. . Since that feature is not reput i have lost interest in playing this game.. Feels like deleting the game and never play again...,1
d79885c4-e5c5-4d79-8281-f1625587ec83,Nice this 🎯,3
62f96f10-0108-4fea-83b9-29f66b322467,..awasome......,5
250166d5-9ad9-442c-9ac0-3d0ae25a42cf,It's good like it,5
a0c8519e-4247-4b73-851f-5327c8fde845,"AWESOME, GREAT",5
f064cab8-60a0-4a5a-beed-368834fa0e76,Great game. Like playing it.,5
dde63b9e-503c-4b0a-9f1e-1db94618c457,So much fun! Watching t the expressions on the little guy is priceless!!,5
852ef39d-dd99-421c-bd28-6447b0020d3c,I love it,5
46d0b48c-adcf-4f50-89f8-87fa8600c517,good game,5
2e513de3-5636-42f8-85d4-ca99a14d9a1b,Great game love it,5
f11d2d06-3c2e-43ea-aaee-063509756170,Full of fascinating fun,5
7e8b7bb3-de9b-41ad-8ed7-1b6773e777a1,Bad,1
afc75305-04fa-4eaa-ae47-0a4871f36adc,👍🏻,5
119513d9-71c2-41e9-bd5c-a3ca9961a943,Nice,5
aaf74386-e919-4ef0-83eb-963e70bff327,Super,5
280bb1f2-8a60-43c0-a142-1c2f8cd84536,Nice,4
962dc987-4c69-4628-9d8e-194802e3f3cc,Nice game relived my old memories of playing it on my old mobile.,5
c2d7a25f-8852-4e4c-b7dc-b53a7d384592,The. Best,5
9cadc19f-d35c-448a-b91c-2ebe143264dc,Very nice game,5
b43e17eb-e95b-4388-aa4e-370a30fd878b,Yeah,5
236cb9ce-2320-4a51-a1f4-a631c942fe34,Good,5
0f4f8c4b-aeff-4edc-8721-752975cec1d0,It's cool it has its degree of challenges,3
50c2e444-33c0-4757-ada7-91cfdecb42cb,Loved it,5
a292a329-4e29-4228-98f4-e388a29cf2cd,Love it!! Very addicting,5
d1ff6ea4-e396-4946-a4e5-542a5e307547,😘😘😘,5
eb000241-1764-410b-a007-1b0709027cab,wow,5
2127c356-a5b0-4484-b577-bc894d49997d,nice,5
16e4840f-152e-45ab-8747-c2e4ebdad21a,Fun,5
d5570de2-6209-4596-8ae4-5f935b6c8ee1,So interesting and good,5
93159ed3-eb1d-408c-b739-b31fbdaf6ea8,Awesome very interesting,5
6cb4ab3d-0230-4fd6-8702-b12587dd02d6,fantastic,5
53988111-c184-484b-9406-bb36eec12b21,Nice game,5
91978c16-e404-4772-b540-ba72902f0ffc,I use to play this year's ago. Love it will play more often. Great 5stars,5
4e95e36b-e32b-4208-b131-cf27394adf19,Fantastic,5
fc917d58-b5fc-473d-9e74-7c495a1a4786,It's pretty fun.,4
83d8a2af-ce18-441d-8edf-1bf37fe349f1,Meri candy crush bahut jyada problem de rahi hai pahle ke Jaisi chal Rahi Hai koi chocolate koi bam kuchh Bhi nahin mil raha,5
001e2b5c-af11-4a88-be30-9cede47ca7b4,Ok,5
98468ce5-a0c5-4456-bdd1-fccf4b7bc2b2,Love this game,5
986350d0-da3f-4871-85ca-41c52e931bfd,Superb,5
9bd9961c-6617-4af3-bccd-49ccf45f34d1,Addictive,3
4b6b2386-aac0-40ae-9e2a-2b6186fb674c,Nice,5
0c194106-aef9-4c98-a686-7a5c02027ed5,Way def from origional,5
e37f5fb2-80b7-4c35-9e72-51c4845eb899,Meh,3
2447e15c-bb25-4711-8adb-3ca926f66808,I enjoy this game so much!,5
5ae222f3-aa8f-4132-a823-593b1aa22f93,This this is mind blowing .this game provide many people mentaily change,5
5527c48f-a90d-412b-8729-faded3d98ddc,It's kewl,4
ce6fd695-222d-4afb-8fc8-955a88013c49,super fun,4
35c8c4f0-003e-438d-8a41-facb6004ca1b,Good game,5
f9fac754-0c8e-4d5f-a5d2-e158ef75f221,This is nice,5
ea4f0c3b-3886-49d1-b82d-61e842ff144f,Nice time pass,5
ff544d17-10fb-4574-aeb7-e9273564f39f,Having fun and not stressing out,4
09f4dac1-7c08-4565-9525-9d7cfe6f7bfa,fun,5
4a6b3754-cf57-4015-ab2b-d4b9c0c32c74,Good,4
b25e15b2-9907-4aed-8580-ff866e3aa8f4,My award for the episode race from level no.16371-16385 not given despite my request. Please check and give me my reward. I have spent lots of efforts and 40 gold bars to win this episode race. Please check and give me my reward i.e. 30 gold bars. In the weekly race all players on the podium are not in my friends list. Why they are in this race which is meant for me and my friends. No action taken. I am very disappointed. The app is slow and makes the frame freeze. Quick action is necessary.,1
e5a183aa-b762-4474-82fb-249fca63479b,The spin should be given every 12 houra,3
3274bccc-f761-4b5b-8b68-21423a4581c2,New fish mechanic is either terrible programming or a shameless money grab. Either way its ruined my gaming experience,1
493fb93c-cb12-4d28-b4b8-da25cd7534d2,Osm,5
f9f479b1-6e23-4778-b12c-c7bc39c8dc5f,Love Mo,5
d7af24b4-d35a-400c-bbf3-c29e61e0c24d,👍 excellent,5
d3a2cc09-b3dd-4842-916e-a27a9fb5d4b4,I love this game h,5
60d3f25b-7ad7-4627-81d8-57b82b0ec03d,Awesome! More bonuses please 😀,5
05eadce4-7293-406c-98ac-11523f9395d1,This game is fun and challenging,5
3661c7c6-b64e-4def-aba7-c7a7bbe49f7e,Spent 12 dollars today and didn't receive what I was supposed to get. Most of the time the game would not stay loaded and I would have to start over again even when purchasing bars to keep going . After making the purchase the game would crash and the purchase was not done. I would like at least 3 of them refunded to me or give me the bars.I bought them for a reason and still had to start over. I hope to get a response for my complaint. Thank you.,1
ea86cdbf-8ac3-441c-a8a9-76de944b3711,the best!,5
ef10e3a0-d4d6-41d4-a6da-13138ac9e1cc,Did y'all think we wouldn't notice how the 1st level of extra moves is now 12 bricks. Or how the fish are weak and only hit one spot instead of three. Or how the saucer/ufos only give two wrapped candies instead of three?? STOP scamming us. You've already made the levels so hard that you can't win without boosters. 👎🏾👎🏾 NO STARS!,1
f13396a8-6fc1-4ce8-9e42-5c93d47e1e93,"Great, relaxing game, fun.",5
ca3bc5b9-1518-4ef5-a02f-7c5734387d4f,Makes a person think 🤔,5
c519fcd8-e22c-4d61-9108-f48e5fbd6c75,Very relaxing,5
67e91291-09de-4324-88d7-7830aab1a197,"No longer enjoying. I have reached level 562 and have not lost a game. After pausing after reaching the checkered flag, I come back to see that the game took the gold bag and my tallied streak from me. I do have proof I won all my games on the first try. I can see them all lit up in gold. When I contacted support about this issue, they basically told me there is nothing they can do. But ""keep playing because there are other ways to win boosters to break through those tricky levels"" 🤨😡",2
afb22096-b59d-44d4-81a9-8c483b15bdc3,👍,5
eae415da-97b1-4436-bfa1-d4b50cd052c4,Awesome 👌,5
6205e584-b6a2-40ce-9123-26745ca1e724,This game is lots of fun and exciting. I can sit and play the games for hours. My family enjoys this game also.,5
35e877a8-5adb-4bf4-a8dd-e0acb19b9603,Great fun.,5
c1ceca3b-6c89-40bc-93ca-4fe6fa9b59bb,Ok,5
64241176-0933-4608-87a6-e33a4c8efe47,It's a lot of fun to play Ben playing this game for along time,5
c761f527-18fe-48b3-8ea3-551f1df8dd2d,Fun,4
c6feaae2-97e7-4667-8497-e7abd3f858bb,Fun and exciting,5
402e53cc-7e21-46f7-a6db-938f677c22a0,Fantastic game. Mind blowing and interesting to play.,4
02ffdb8f-a6e3-4db0-8b9b-69a704fc29b6,A true classic.,4
e50cde1a-d025-4f04-9e00-6c09a4424df1,I love this game.,5
587f9ff7-7d50-4fdc-b81a-a29f51e9b69f,💓,5
f19087e6-ff7a-4258-a265-051431942dc1,"Great game, very addictive",5
eaa32289-ded0-43e3-a430-4d92f02d2150,I cannot stop playing this game. I absolutely love it one hundred percent.,5
296f75bf-b805-4f27-b79c-ecd0825f872b,Whoever gave you the idea of the recent update on the fish candy really trashed this game. I take my five stars back,1
247ad724-4acb-48a5-9976-75985b2ef7c5,Great,5
a26c3230-8823-4937-bc02-0defeda52676,Best,5
b66a0bcd-0514-4abe-9a3b-6cfd4107d5ad,A fun and challenging game.,5
7791bda8-f1f1-45a0-aa2e-48a65e6fa0c1,"They finally got alot of the bugs fixed. Update: Seems that they decided that you only get one item (fish, switch, smash) when you buy with coins now instead of 3. Even the fish is now 1 when it used to be 3 when used. Becoming less fun with all the changes. Megalopolis did the same and people just quit.",2
a6c3280d-b245-4109-b164-fc746906655a,Love it,5
55d36f9e-63ed-41f5-a106-992f9f9fbb0d,Been great fun,5
e6ac7d01-d23a-4bb7-9b42-55653021ef50,Good 👍,5
35198799-dde2-49a4-af00-73479df486c9,So much fun!,5
c58ebe02-7ec2-4da5-9f9d-354c7cc8f737,The level with number 2672.. You made it impossible to pass.. It is so frustrating not a fun game,1
fd91bb8b-13bc-4cef-a83f-7b309b994d56,Love the game,5
55cfd8ef-3177-484d-b99c-374700fcc618,Is completely incredible a different angles that can be very fun and excited for the whole family 😀 with a big 😀👑 powerful and you are the bestest 💪💕 it's a beautiful experience and keep you going on in very addictive relaxing and do your brain when you angry relax you more better that's it the best thing for you to relax ☺️ which is a challenge that you have to achieved in my mindset and I love this game 🎮 very good game 🎯 the on the p pride,5
d2456179-0f0f-4627-a945-b75c0b5212b9,Love it,5
f745a47b-348f-4afb-8d83-b3791b581772,Nice,5
f84780f3-7ef7-4eb1-87eb-1e0c791c0df0,"The latest update to the game is horrible. The fish is only 1 now, and not 3... not to mention they go to the most random unnecessary candies that you don't need to get rid of. Seems like a tactic to have people spend more money on the game since it's way harder now to pass levels.",1
3112d7bb-bd16-4f91-a05f-714c8c95ffe5,Wow,4
7ef95a42-c8a5-4966-9176-20aa5af6c94c,Love it!,5
bafb1507-981c-437d-85a1-1b9cafaa13d4,great game,5
45d171d5-584b-456a-a0c0-1f900b157ac3,Very relaxing,5
c6cc432b-6a85-4530-ad66-234ff0c7e171,Perfect,5
eb623d21-0aa5-4ec7-9650-a380f388de8b,Love it,5
e79a28df-2255-4ff2-8c2f-6f7fffaeaa0e,Interesting !! Hadn't played in years.,5
88fce0d9-0b89-40b3-afcb-2ebd50b2a597,Very interesting and it makes you to think and calculative,5
852443de-5549-457a-922f-5bfbb60d6227,"Fun, addictive and it doesn't try to force you to buy boosters.",5
6da3b42a-8036-44c3-a850-ca3586c52f55,Good,4
3aca9376-b595-497e-91f3-5e464e0e0bdf,Having fun,5
c97f9065-5289-4e27-8ea0-5efa64781b57,Love candy crush,4
0a448856-7835-4b65-a98c-3b104227c40e,Not badd just there,1
4eda7893-fdf1-4c7e-b2eb-7251097790ee,This game takes me away from my stressful life.,5
0932cca5-c6b1-495a-8aaa-a9f80409331c,Love it!,5
ccb684cf-8dc9-42b0-ac06-bcbda787b754,Great,4
fe7f50bc-0c91-4c1b-b130-1a990162d7b6,TO MANY INTERFERENCE+-- RUNS MY BATTERY TO DIE,1
f00659ed-5791-4470-a5e6-4f6120724371,"I love the game, hoping you bring back the extra life back when I don't have any more",5
616c9ab3-a424-4918-9d45-74185a66be53,Super fun,5
86c46dae-1b6a-49eb-86b5-fa71914c429c,It's so annoying when Playing suddenly the game just freeze u lost everything At first I thought d game needed update But when I check no updates needed Still d same thing Pls help. .....,1
653a5ee6-5e26-4a41-9b3f-95413dd2df6a,I DO NOT LIKE THE UPDATES!!! 1 FISH??? REALLY?,1
0859c44c-a54a-45aa-beb9-6bf522f395e5,A lot of fun!!,4
da2a30d1-4031-49e6-9ed5-644a97b3ceb8,GAME IS GARBAGE!!!! PUZZLES REQUIRE TONS OF EXTRA TURNS THEY DONT GIVE YOU TO PASS IT SO YOU HAVE TO SPEND CASH. WHOLE GAME IS JUST A GIANT MONEY GRAB!! TONS OF IN GAME POP UP ADDS TOO!,1
01970a21-8f94-49a5-a603-72ae54577213,Coll game 😄🎯,5
62feb1e3-86cc-496b-aae1-c037b5f259a5,Nice and fun,5
e434dfbe-bad4-4b94-b752-f2f39b17672c,I just love it,4
234409fa-793a-4973-b6cd-9b111f14ba53,Nice game,5
5b031919-0a15-4205-8afb-b89d8dee2140,Amazing,5
7e339357-4fb1-4963-b530-3ef1f0333ace,Good,5
092899bb-af9a-4350-9b4a-873a0dedfdf5,Sweet dreams,4
da0a0526-c85e-4b9b-b80b-579d49b12622,Way to hard,1
753a0c53-c982-47a6-9e03-2117d76db1c4,Good,5
4a9c08ea-3ce5-43e7-99c3-923a9326de36,Wow it's so fantastic,5
ab87ec08-96bd-4e9b-9017-a23f798d12cf,Nice,5
4d9e5171-fc6c-4e11-bd9b-a9008581e76b,Great,3
3d7d753b-812a-492f-b08c-4f825e6e57ce,Nice game,5
13758550-d6ca-4c7a-a9c0-cbab81eb3713,It relief of the stress of the day and a very interesting calculating game to play,5
156a1ebd-1872-483c-96a1-3cb15fa68dfb,Relaxing when I suffer depression or anxiety,4
6e9e9d8c-002f-4c20-a9f0-115d510163b3,You can play without network but you'll get stuck somewhere. It's more fun and smooth with network.,3
5b391b47-9e17-4091-bcfb-9785d773152d,There are problems to connect into FB account.9,3
dd13b504-23f0-48b8-b521-3dcc2d564126,This is the piece of entertainment And I like it most,4
cc5acf3f-64b5-40d9-8411-43b47059a79f,Love it,5
66d115de-1bb9-4c87-b907-df85656682d0,I'm liking this updated version better than the old game. Still needing to buy too many in app boosters.,4
9068f00e-38b3-490f-8aa4-b803dbb06da5,Awesome game wonderfull enjoy mint,5
e33458a1-485f-4c57-8027-cc2faf0aa060,My favorite game,5
6a018dea-6757-4da7-be6c-3ad241ed9096,Please remove this gummy bear level at the end of streak as it's very frustrating! We play game to relax mind not get annoyed! Remove it right away n till then its 1star from me,1
7dd810ca-5d51-4d31-9f22-eb9211ba8bf0,Good,4
c795ee00-5b42-438d-a292-3a619e5547e0,Good,5
e01e786a-9914-42e1-a721-c9440d3e425e,One the bestest game I've ever played... Stress buster for everything,5
310383da-3447-4424-95a9-212771d4393f,Great I love it,5
7367ddad-a635-4f1f-96ad-c7bc7548b344,Very nice enough for me,4
b0ce9d7e-7b8d-4166-aebf-95d47a642a32,Nice,4
86cd7e2f-2f69-4d73-a165-6ca364b044d8,Biutiful,5
1ad7e713-4d6f-4551-a9d4-4069b4db0aab,Good,5
ac07698d-e082-409a-b16a-06b044811631,💔💔👌,5
07f77d4a-99af-43af-ae20-bb82f3fede01,Invest your time in games better then fake people,5
d66a621d-d688-483f-9e16-ad5fef1f83a6,Wow,5
9f4da392-a247-4a47-8e26-b55d99b8b35c,Nice game,5
9a6ec63e-b574-40e8-904f-d19d172bf633,Nice 👍,5
8129b2f0-d4bc-4c1b-a22f-5fcaa8540552,...... Love ..... it ....,5
31f86de6-a53c-49cf-a866-ed46e680672b,Fun,4
18030ced-0f72-4839-9bd7-5bcb65eba147,Good game for mind relax,5
11e1edf0-de2f-475c-9fde-2117feeeac96,When your bored this is fun,4
0b573d5a-d867-4bb1-b292-001b0a4ba909,Boaring,1
d62c7f3a-f4bb-4483-a64e-a4556931406d,Neci geme,5
44e4c660-447c-4c9c-a45d-df964b78cbac,Brilliant 👏👏,5
ebc0e286-145c-4fbc-9865-8cc89f540a7a,superb game fantastic,5
a4287701-101f-4de6-9a41-cd118ab4707c,Cool,5
1750931b-f9c3-4384-835a-4ca24362a2ef,Worst game app i ever played Always make us to purchase.,1
87f04be1-0d4f-43f5-99ea-0e454e6e826c,Very good app funny game,5
be3de2d1-4750-4458-8df1-275b71e2199c,Very good,5
464efc15-c201-4dd0-9c6d-c8e3706b0409,Good game 😀👍❤️,5
5f2c0713-1576-49cb-8293-c7b25f0b1b3b,It's nice to play,5
16903606-ba6b-453a-9d16-fc0052fd7fc5,great game,5
c6bd7a1a-ce64-49a7-94a1-9166c56cd12c,Restart the game over alot,5
57ee7c00-6c31-46f5-b67b-82eaa3f9eea1,Yeh game bohot accha hai,5
d1cc042e-b160-4e25-8100-84a34f77253c,Nice graphics,5
aeb86b51-8e06-4840-908c-f31ec4477d40,Fun,2
7c4c995f-eff7-4eed-9c92-a659fe987115,👍👍,5
01398b7d-28eb-4f7a-8a7e-14221253a081,I'm playing 16200 levels..anyone is there more than this..,5
c499c978-6e51-4906-8ec7-179810bce18f,Good 👍,4
61a66070-e240-4017-a1ab-d69466740884,Good,5
18c023c9-9665-4ac7-9804-a975a4e1f7d6,Candy crush saga is very interesting game ever,1
0c9b7f06-dbd7-4b75-bfae-0568313a9b62,Escape from today stress 🤩,5
2eb9c24c-6e96-45e0-9ae6-25b5c2b6991f,"Almost on level 3000, started with the temu and Pinterest ads. Can't x out of them so don't get reward. Please fix!!!",5
d051f7e7-eeb2-427e-9381-76793c43a447,I love it,5
b3ec16f6-2edd-4018-98d2-bb9870d3aa69,Nice,5
b95cdb18-a447-4be4-a8e4-c2343bf20ed1,Very funny I like it,3
e8f5322f-d09a-4367-9bd5-30fb12d36872,"I have been playing candy crush for a long time, over 16000 levels!! But, this new update with the fish, why do we not get 3 when activated. Especially, with the stripe or bomb, only get 1 ??",2
d4041a34-204f-42a8-ae23-9d6f885a866c,Make Part two of this game with better version and better graphics and the main Character Yeti and Brand New Booster that you could use in the game level and Brand new Booster out of the game and Easy hard level that you can win and Brand New Booster and Prizes And Make part Three of this game with the Main character of Mr. Toffee And Ten Brand new Treasure chest And Hundred more brand new Candy Sirpe and hundred more Brand new Candy Booster That's you could use In the game and Hundred Mechanic,5
cc488aa6-636f-463d-80ec-4c1b96f09d89,Restfull and fun,5
cefd5954-5254-44a3-9df3-854ecbb995a6,Good,5
d76d2b22-f42d-48d9-b938-e56675562bf9,Amazing,5
c5139655-6cd2-4bb4-ab7a-d8ddea057a89,Nice game,3
1deb054d-ac0a-4071-8c8d-28b686fe25d5,Super game,5
47791fee-adff-44f5-8e8c-eeee747147cb,nice😌😌😌,4
529061ff-12e9-4755-9179-8d50648b31d5,Good.,5
956c2cab-a8a0-44e2-8055-6a9ac40917ab,Good,5
3f93e6a9-8166-40e9-8e87-eab14f1c445c,Not a single ad and it is so relaxing and fun I LOVE IT 💗,5
5929ca8d-996d-44ab-a93c-d576cb05a405,so nice game for me,5
c8c7c07c-f138-42fd-9da3-c2443a637eba,Good,4
1b2e85df-508c-4aaf-aa0d-16ebfd9cba91,Good,5
3addae46-9ac1-466e-8bef-89ba9a7b00d7,Excellent,5
84803ba4-588c-4147-8246-b7083932499d,Nice,5
6c5d9206-aef4-4991-9636-303163097a9f,Good,4
28a1cd25-69b8-4c75-a058-18c6309af033,All ways something new,5
2b152d94-a80a-4e2f-bcbf-845da0dad0fe,Good game,5
6634176f-6b39-47c9-ac95-3c6b39412c86,Good,5
cb279e30-d3e8-420a-b970-55fa0d84dea7,Awsm game,5
7e91757e-5b0e-4ffe-b505-37dab6c97da5,Grandmother games i don't like that much,1
240e22de-79ef-4e1f-8eee-25e732cfea27,Excellent game,5
bfbe9af1-d8dc-4c1b-b327-63b17852f86f,"I love this game, my level until 3k plus....but......Iklan JUDOL dan PINJOL selalu tampil seperti sahabat sejati mau show",3
150ec708-816f-4f00-b223-6551eb8580b1,Relaxing,5
7032db3d-5bb9-4229-ab33-67ae61fadee1,Good,5
cc20f545-a6e3-4e48-a7d9-8548b5c9167a,Fun,5
b80c9b06-c653-43e1-930a-91044fb10c85,your game is pathetic and it freezes when it feels like making you loose nice offers you had. I just deleted it after reaching almost thousand because I was so patient with it but I had it I wish I could attach a photo but work on it stop being greedy,1
d253e942-9d64-4a7d-bf87-41ff9dbf8c12,Excellent,5
fbe63eba-cb7f-4fbf-bac1-25ed65dbbba3,The game is really cool and amazing,4
52be4f96-0083-4f30-909c-83fef5afda32,Great,5
28bc4e99-2e91-4e8a-a1c8-8468befafbcd,This game is amazing,4
d7225442-05a0-48f7-93ee-68b7cf4f31e6,Bhot hi shaandaar game h,5
